city_id,city,latitude,longitude,temperature,humidity,cloudiness,wind_speed,country,date_time
121,igarka,67.4667,86.5833,-13.76,98,100,6.98,RU,2026-03-04 15:12:53
122,lebu,-37.6167,-73.65,57.24,73,43,27.54,CL,2026-03-04 15:12:53
123,ayr,55.4627,-4.6339,47.39,90,32,8.59,GB,2026-03-04 15:12:53
124,petropavlovsk-kamchatsky,53.0452,158.6483,20.25,71,100,2.68,RU,2026-03-04 15:12:53
125,vernon,50.2581,-119.2691,43.5,89,100,0.34,CA,2026-03-04 15:09:51
126,kodiak,57.79,-152.4072,23.76,56,15,2.33,US,2026-03-04 15:12:54
127,nantucket,41.2835,-70.0995,38.86,86,24,8.03,US,2026-03-04 15:12:54
128,bokovskaya,49.229,41.8306,33.39,85,98,15.84,RU,2026-03-04 15:12:54
129,zadawa,11.4496,10.3672,70.92,17,19,9.13,NG,2026-03-04 15:12:54
130,mermoz boabab,14.7065,-17.4758,65.93,81,1,20.83,SN,2026-03-04 15:12:54
131,betio village,1.358,172.9211,81.82,78,99,15.21,KI,2026-03-04 15:12:54
132,pedro munoz,39.4041,-2.9223,50.32,83,100,16.08,ES,2026-03-04 15:12:54
133,stephenville,32.2207,-98.2023,76.32,64,100,10.63,US,2026-03-04 15:12:55
134,praia da vitoria,38.7333,-27.0667,52.47,62,99,22.24,PT,2026-03-04 15:12:55
135,kerikeri,-35.2268,173.9474,66.09,54,12,2.53,NZ,2026-03-04 15:12:55
136,hazaribagh,23.9833,85.35,60.66,24,4,3.42,IN,2026-03-04 15:12:55
137,benghazi,32.1167,20.0667,59.5,59,36,8.66,LY,2026-03-04 15:12:55
138,ribeira grande,38.5167,-28.7,53.46,60,100,22.88,PT,2026-03-04 15:12:55
139,beledweyne,4.7358,45.2036,79.66,66,36,12.08,SO,2026-03-04 15:12:55
140,sabang,5.8933,95.3214,82.06,68,51,8.05,ID,2026-03-04 15:12:55
141,forked river,39.8398,-74.1901,40.98,95,100,2.93,US,2026-03-04 15:12:55
142,tura,25.5198,90.2201,66.33,44,0,3.15,IN,2026-03-04 15:12:55
143,bon-secours,50.4976,3.6075,47.61,80,92,6.82,BE,2026-03-04 15:12:56
144,tambopata,-12.7333,-69.1833,79.57,81,100,0.45,PE,2026-03-04 15:12:56
145,geneva,41.8875,-88.3054,50.65,72,95,6.58,US,2026-03-04 15:12:56
146,cockburn town,21.4612,-71.1419,78.8,81,2,21.56,TC,2026-03-04 15:12:56
147,pokachi,61.7198,75.3683,-23.08,100,78,7.78,RU,2026-03-04 15:12:56
148,qaqortoq,60.7167,-46.0333,8.38,91,33,4.94,GL,2026-03-04 15:12:56
149,okhotsk,59.3833,143.3,0.12,87,97,6.78,RU,2026-03-04 15:12:56
150,nuuk,64.1835,-51.7216,19.98,84,100,5.32,GL,2026-03-04 15:12:56
151,keflavik,64.0049,-22.5624,32.74,73,79,15.93,IS,2026-03-04 15:12:56
152,alpine,32.835,-116.7664,68.31,50,2,8.79,US,2026-03-04 15:12:56
153,wanning,18.8003,110.3967,69.33,91,100,6.17,CN,2026-03-04 15:12:57
154,mataquescuintla,14.5292,-90.1842,72.72,56,84,3.11,GT,2026-03-04 15:12:57
155,sarikei,2.1167,111.5167,74.08,97,100,1.68,MY,2026-03-04 15:12:57
156,havre,49.5833,0.3333,46.87,75,0,8.16,FR,2026-03-04 15:12:57
157,andkhoy,36.9529,65.1238,51.98,74,100,7.14,AF,2026-03-04 15:12:57
158,marmande,44.5,0.1667,52.54,75,60,11.45,FR,2026-03-04 15:12:57
159,cururupu,-1.8283,-44.8683,74.07,98,94,1.66,BR,2026-03-04 15:12:57
160,inarajan village,13.2736,144.7484,80.01,80,50,11.03,GU,2026-03-04 15:12:57
161,saint-joseph,-21.3667,55.6167,77.04,79,60,8.28,RE,2026-03-04 15:12:57
162,puerto deseado,-47.7503,-65.8938,55.62,44,100,13.0,AR,2026-03-04 15:12:57
163,selkirk,50.1436,-96.8845,14.94,90,100,14.5,CA,2026-03-04 15:12:58
164,angaur state,6.906,134.13,82.94,78,99,13.29,PW,2026-03-04 15:12:58
165,atafu village,-8.5421,-172.5159,82.58,77,100,11.05,TK,2026-03-04 15:12:58
166,dunedin,-45.8742,170.5036,64.04,61,51,3.4,NZ,2026-03-04 15:12:58
167,qamdo,31.1667,97.2333,26.15,34,100,2.42,CN,2026-03-04 15:12:58
168,nemuro,43.3236,145.575,32.67,91,100,20.33,JP,2026-03-04 15:12:58
169,turtas,58.9417,69.1325,1.99,94,100,8.93,RU,2026-03-04 15:12:58
170,murzuq,25.9155,13.9184,59.63,22,0,10.54,LY,2026-03-04 15:12:58
171,nishinoomote,30.7333,131.0,57.61,71,95,13.98,JP,2026-03-04 15:12:58
172,georgetown,5.4112,100.3354,78.01,84,100,6.29,MY,2026-03-04 15:12:58
173,pratt,37.6439,-98.7376,52.63,63,0,1.28,US,2026-03-04 15:12:58
174,natal,-5.795,-35.2094,80.4,76,69,7.96,BR,2026-03-04 15:11:47
175,goondiwindi,-28.55,150.3167,75.04,63,0,11.48,AU,2026-03-04 15:12:59
176,puerto madryn,-42.7692,-65.0385,69.39,18,0,19.66,AR,2026-03-04 15:12:59
177,saldanha,-33.0117,17.9442,63.7,90,1,3.09,ZA,2026-03-04 15:12:59
178,vila do maio,15.1333,-23.2167,68.68,69,2,19.82,CV,2026-03-04 15:12:59
179,makubetsu,45.3714,141.8211,31.32,92,100,17.94,JP,2026-03-04 15:12:59
180,rizokarpaso,35.6,34.375,51.35,42,3,6.04,CY,2026-03-04 15:12:59
181,port alfred,-33.5906,26.891,73.44,92,58,5.23,ZA,2026-03-04 15:12:59
182,kenai,60.5544,-151.2583,8.76,86,89,6.38,US,2026-03-04 15:12:59
183,moussoro,13.6408,16.4901,69.93,9,0,12.46,TD,2026-03-04 15:12:59
184,carhaix-plouguer,48.2759,-3.5733,46.72,95,0,5.06,FR,2026-03-04 15:13:00
185,caxito,-8.5785,13.6643,74.46,92,94,1.81,AO,2026-03-04 15:13:00
186,sofifi,0.7349,127.576,79.5,84,94,9.95,ID,2026-03-04 15:13:00
187,ceuta,35.8903,-5.3075,54.88,76,100,7.65,ES,2026-03-04 15:13:00
188,basco,20.4487,121.9702,75.24,73,92,18.23,PH,2026-03-04 15:13:00
189,puerto san jose,13.9256,-90.8244,90.7,56,2,10.58,GT,2026-03-04 15:13:00
190,boyolangu,-8.1181,111.8935,79.83,89,99,4.27,ID,2026-03-04 15:13:00
191,syktyvkar,61.6764,50.8099,-19.62,100,91,3.33,RU,2026-03-04 15:13:00
192,kurara,25.9833,79.9833,69.91,27,0,6.64,IN,2026-03-04 15:13:00
193,at taj,24.2049,23.2857,58.35,35,100,10.51,LY,2026-03-04 15:13:00
194,jamestown,42.097,-79.2353,50.36,63,11,2.28,US,2026-03-04 15:13:01
195,kissidougou,9.1848,-10.0999,76.66,74,99,5.21,GN,2026-03-04 15:13:01
196,sankt ruprecht,45.9778,15.0956,40.44,84,12,3.62,SI,2026-03-04 15:13:01
197,inyati,-19.6756,28.8469,63.93,96,100,8.9,ZW,2026-03-04 15:13:01
198,taroa,8.7058,171.2275,81.97,78,100,11.27,MH,2026-03-04 15:13:01
199,fale old settlement,-9.3852,-171.2468,83.1,75,78,10.47,TK,2026-03-04 15:13:01
200,turmalina,-17.2856,-42.73,69.87,92,57,4.03,BR,2026-03-04 15:13:01
201,mirnyy,62.5353,113.9611,-9.98,100,100,6.58,RU,2026-03-04 15:13:01
202,lihue,21.9789,-159.3672,73.89,80,74,13.96,US,2026-03-04 15:13:01
203,puerto cabezas,14.0351,-83.3888,81.1,92,11,11.21,NI,2026-03-04 15:13:01
204,tulun,54.5611,100.5792,-5.55,100,98,2.84,RU,2026-03-04 15:13:02
205,susuman,62.7833,148.1667,-26.43,79,28,1.74,RU,2026-03-04 15:13:02
206,chanika,-5.4167,38.0167,67.89,98,91,1.68,TZ,2026-03-04 15:13:02
207,padre bernardo,-15.35,-48.5,76.15,79,100,3.69,BR,2026-03-04 15:13:02
208,aripuana,-9.1667,-60.6333,76.28,97,100,3.69,BR,2026-03-04 15:13:02
209,tanah rata,4.475,101.3704,59.61,90,94,1.9,MY,2026-03-04 15:13:02
210,horsens,55.8607,9.8503,33.6,89,68,3.0,DK,2026-03-04 15:13:02
211,soio,-6.1349,12.3689,80.01,81,100,6.35,AO,2026-03-04 15:13:03
212,ukiah,39.1502,-123.2078,56.8,58,4,15.64,US,2026-03-04 15:09:54
213,marka,1.7159,44.7717,79.84,81,90,13.51,SO,2026-03-04 15:13:03
214,morehead city,34.7229,-76.726,65.17,88,90,9.31,US,2026-03-04 15:12:41
215,wotho,10.1657,166.0102,81.79,75,100,7.4,MH,2026-03-04 15:13:03
216,tasqala,51.1167,50.3167,22.06,94,100,8.48,KZ,2026-03-04 15:13:03
217,dadiya,9.6167,11.4333,78.64,14,15,4.16,NG,2026-03-04 15:13:03
218,nova sintra,14.8667,-24.7167,69.94,70,0,26.71,CV,2026-03-04 15:13:03
219,villa gesell,-37.2639,-56.973,66.99,64,0,24.61,AR,2026-03-04 15:13:03
220,kendari,-3.945,122.4989,75.92,93,93,1.86,ID,2026-03-04 15:13:03
221,luderitz,-26.6481,15.1594,61.32,84,0,9.55,NA,2026-03-04 15:13:04
222,boulder city,35.9786,-114.8325,70.95,18,36,2.39,US,2026-03-04 15:13:04
223,polyarnyy,69.1989,33.4478,17.82,88,100,6.02,RU,2026-03-04 15:13:04
224,sitka,57.0531,-135.33,36.75,74,100,11.52,US,2026-03-04 15:13:04
225,saynshand,44.8824,110.1163,9.77,43,100,9.24,MN,2026-03-04 15:13:04
226,creston,41.0586,-94.3614,48.07,76,100,5.66,US,2026-03-04 15:13:04
227,olovyannaya,50.95,115.5667,-26.16,100,78,3.06,RU,2026-03-04 15:13:04
228,mga,59.75,31.0667,32.25,95,100,4.79,RU,2026-03-04 15:13:04
229,port saint john's,-31.6229,29.5448,73.47,87,0,10.27,ZA,2026-03-04 15:13:04
230,atasu,48.6814,71.6433,13.15,98,94,7.11,KZ,2026-03-04 15:13:05
231,mejit,10.2753,170.8646,80.98,81,95,10.49,MH,2026-03-04 15:13:05
232,meadow lake,34.8014,-106.5436,68.04,17,80,5.5,US,2026-03-04 15:13:05
233,kenora,49.8167,-94.4337,19.76,88,100,10.31,CA,2026-03-04 15:13:05
234,nelson bay,-32.7167,152.15,73.08,85,43,9.93,AU,2026-03-04 15:13:05
235,afaahiti,-17.75,-149.2833,79.77,71,99,15.05,PF,2026-03-04 15:13:05
236,kapuskasing,49.4169,-82.4331,7.41,94,100,8.25,CA,2026-03-04 15:13:05
237,malvan,16.0667,73.4667,75.16,82,4,3.0,IN,2026-03-04 15:13:05
238,medicine hat,50.0501,-110.6683,49.71,81,100,13.33,CA,2026-03-04 15:11:50
239,port augusta,-32.5,137.7667,68.07,67,0,11.18,AU,2026-03-04 15:13:06
240,port lincoln,-34.7333,135.8667,62.06,80,0,3.44,AU,2026-03-04 15:13:06
241,katsuura,35.1333,140.3,46.81,48,12,27.56,JP,2026-03-04 15:13:06
242,peniche,39.3558,-9.3811,55.92,93,3,11.68,PT,2026-03-04 15:13:06
243,severo-yeniseyskiy,60.3725,93.0408,-15.41,98,100,3.06,RU,2026-03-04 15:13:06
244,buala,-8.145,159.5921,82.72,78,91,9.17,SB,2026-03-04 15:13:06
245,grand-bassam,5.2118,-3.7388,80.51,84,84,5.59,CI,2026-03-04 15:13:06
246,la passe,45.5549,-0.8967,52.83,84,0,10.33,FR,2026-03-04 15:13:06
247,hithadhoo,-0.6,73.0833,80.78,67,72,4.97,MV,2026-03-04 15:13:07
248,el alto,-4.2714,-81.2147,75.6,78,100,7.02,PE,2026-03-04 15:13:07
249,balqash,46.8481,74.995,22.28,96,91,4.65,KZ,2026-03-04 15:13:07
250,ostersund,63.1792,14.6357,36.19,85,100,7.0,SE,2026-03-04 15:13:07
251,al mindak,20.1588,41.2834,54.43,38,0,5.55,SA,2026-03-04 15:13:07
252,burshtyn,49.2587,24.6278,39.58,88,82,6.33,UA,2026-03-04 15:13:07
253,elizabethton,36.3487,-82.2107,71.76,59,100,3.36,US,2026-03-04 15:13:07
254,bagan serai,5.0108,100.541,78.04,88,100,3.29,MY,2026-03-04 15:13:07
255,labuan,5.2767,115.2417,77.34,92,77,5.88,MY,2026-03-04 15:13:07
256,lompoc,34.6391,-120.4579,68.86,62,56,17.81,US,2026-03-04 15:13:07
257,coomera,-27.8833,153.3,77.63,86,22,8.55,AU,2026-03-04 15:13:07
258,rio grande,-32.035,-52.0986,72.88,86,94,6.55,BR,2026-03-04 15:13:08
259,ilheus,-14.7889,-39.0494,79.12,94,100,5.39,BR,2026-03-04 15:13:08
260,sumbawa besar,-8.5,117.4333,73.11,99,74,3.62,ID,2026-03-04 15:13:08
261,tharad,24.3961,71.6267,70.48,44,0,6.17,IN,2026-03-04 15:13:08
262,uttar char fasson,22.2332,90.7132,72.72,66,0,4.0,BD,2026-03-04 15:13:08
263,sisimiut,66.9395,-53.6735,13.57,92,100,6.53,GL,2026-03-04 15:13:08
264,segou,13.4317,-6.2157,86.92,11,100,7.07,ML,2026-03-04 15:13:08
265,chimore,-16.9833,-65.1333,86.5,86,99,3.15,BO,2026-03-04 15:13:09
266,augusto correa,-1.0217,-46.635,74.23,99,100,3.58,BR,2026-03-04 15:13:09
267,paripiranga,-10.6875,-37.8617,74.32,76,100,12.28,BR,2026-03-04 15:13:09
268,ko samui,9.5357,99.9357,81.72,69,3,4.14,TH,2026-03-04 15:13:09
269,trenggalek,-8.05,111.7167,78.87,92,100,5.5,ID,2026-03-04 15:13:09
270,minas de marcona,-15.2119,-75.1103,70.12,62,1,16.02,PE,2026-03-04 15:13:09
271,lautoka,-17.6167,177.4667,85.1,68,15,3.67,FJ,2026-03-04 15:13:09
272,sao paulo de olivenca,-3.3783,-68.8725,77.04,96,100,3.87,BR,2026-03-04 15:13:09
273,callao,-12.0667,-77.15,73.49,81,77,9.91,PE,2026-03-04 15:13:09
274,kloulklubed,7.0419,134.2556,82.94,76,100,13.96,PW,2026-03-04 15:13:09
275,hastings,50.8552,0.5729,49.66,86,5,13.22,GB,2026-03-04 15:13:09
276,cherven bryag,43.2667,24.1,43.0,79,100,3.38,BG,2026-03-04 15:13:10
277,sant lluis,39.8526,4.2594,57.49,94,100,20.51,ES,2026-03-04 15:13:10
278,santana,-0.0583,-51.1817,75.67,94,100,5.66,BR,2026-03-04 15:13:10
279,vuktyl,63.8567,57.3094,-25.53,100,56,1.25,RU,2026-03-04 15:13:10
280,puerto baquerizo moreno,-0.9,-89.6,80.15,78,40,8.41,EC,2026-03-04 15:13:10
281,winnemucca,40.973,-117.7357,44.1,71,96,28.01,US,2026-03-04 15:13:10
282,hami,42.8,93.45,34.57,40,1,9.15,CN,2026-03-04 15:13:10
283,egilsstadir,65.2653,-14.3948,25.2,67,51,6.69,IS,2026-03-04 15:13:10
284,tuy hoa,13.0833,109.3,71.35,96,45,1.5,VN,2026-03-04 15:13:10
285,daru,-9.0763,143.2092,77.25,87,100,13.0,PG,2026-03-04 15:13:10
286,harstad,68.799,16.5293,38.5,89,93,10.76,NO,2026-03-04 15:13:11
287,kapa'a,22.0752,-159.319,74.39,80,61,17.45,US,2026-03-04 15:13:11
288,keetmanshoop,-26.5833,18.1333,75.54,34,86,12.08,NA,2026-03-04 15:13:11
289,fuyang,32.9,115.8167,42.51,84,100,2.93,CN,2026-03-04 15:11:50
290,aykhal,66.0,111.5,-17.21,99,100,5.5,RU,2026-03-04 15:13:11
291,holualoa,19.6228,-155.9522,75.31,71,78,7.11,US,2026-03-04 15:13:11
292,bonthe,7.5264,-12.505,77.79,84,42,6.38,SL,2026-03-04 15:13:11
293,zapolyarnyy,69.4154,30.8136,6.67,97,96,4.61,RU,2026-03-04 15:13:12
294,salavan,15.7167,106.4167,66.74,95,100,3.89,LA,2026-03-04 15:13:12
295,rawai,7.7797,98.3253,81.27,69,55,15.28,TH,2026-03-04 15:13:12
296,sambava,-14.2667,50.1667,74.68,90,99,5.17,MG,2026-03-04 15:13:12
297,hinton,53.4001,-117.5857,33.71,80,100,4.0,CA,2026-03-04 15:13:12
298,kailua-kona,19.6406,-155.9956,77.68,73,76,8.01,US,2026-03-04 15:13:13
299,ola,59.5833,151.2833,1.27,72,93,8.21,RU,2026-03-04 15:13:13
300,broome,42.2506,-75.833,41.92,73,2,0.96,US,2026-03-04 15:13:13
301,lamu,-2.2717,40.902,79.9,85,98,8.03,KE,2026-03-04 15:13:13
302,itaporanga,-7.3044,-38.1503,77.59,80,98,4.43,BR,2026-03-04 15:13:13
303,puerto madero,14.7208,-92.4215,91.13,62,0,10.67,MX,2026-03-04 15:13:13
304,ta`u,-14.2336,-169.5144,82.83,70,69,10.56,AS,2026-03-04 15:13:13
305,boa vista,2.8197,-60.6733,94.66,35,75,11.01,BR,2026-03-04 15:13:13
306,ad dilam,23.9915,47.1627,55.83,36,100,7.34,SA,2026-03-04 15:13:13
307,velyka oleksandrivka,47.3197,33.3037,40.17,80,99,14.14,UA,2026-03-04 15:13:13
308,seven pagodas,12.6264,80.1722,74.01,78,0,2.42,IN,2026-03-04 15:13:14
309,birao,10.2849,22.7882,65.64,13,37,6.06,CF,2026-03-04 15:13:14
310,banff,51.1762,-115.5698,34.21,61,99,3.71,CA,2026-03-04 15:13:14
311,turkmenbasy,40.0222,52.9552,46.08,70,67,10.83,TM,2026-03-04 15:13:14
312,malango,-2.9627,119.9001,63.88,93,90,3.2,ID,2026-03-04 15:13:14
313,remire-montjoly,4.9167,-52.2667,78.1,84,97,10.67,GF,2026-03-04 15:13:14
314,ad dawadimi,24.5077,44.3924,50.36,28,60,8.88,SA,2026-03-04 15:13:14
315,satuek,15.297,103.2919,73.38,79,93,8.59,TH,2026-03-04 15:13:14
316,yen vinh,18.6667,105.6667,65.8,87,100,2.68,VN,2026-03-04 15:13:14
317,tsiombe,-25.3,45.4833,76.23,94,39,6.53,MG,2026-03-04 15:13:14
318,mazamari,-11.3258,-74.5308,75.51,97,100,1.7,PE,2026-03-04 15:13:15
319,saint-philippe,-21.3585,55.7679,77.76,82,73,7.85,RE,2026-03-04 15:13:15
320,launceston,-41.45,147.1667,63.14,75,51,11.86,AU,2026-03-04 15:13:15
321,bubaque,11.2833,-15.8333,75.97,74,95,17.29,GW,2026-03-04 15:13:15
322,yondo,7.0062,-73.9097,93.58,62,15,1.32,CO,2026-03-04 15:13:15
323,kiunga,-6.1219,141.2906,73.26,99,100,2.1,PG,2026-03-04 15:13:15
324,guerrero negro,27.9769,-114.0611,68.09,60,94,17.25,MX,2026-03-04 15:13:15
325,kaspiyskiy,45.3929,47.3707,34.25,82,8,7.43,RU,2026-03-04 15:13:16
326,sovetskaya gavan',48.9723,140.2878,21.42,96,100,3.85,RU,2026-03-04 15:13:16
327,vorkuta,67.5,64.0,-39.62,99,46,6.29,RU,2026-03-04 15:12:07
328,lazaro cardenas,17.9583,-102.2,81.84,61,2,10.71,MX,2026-03-04 15:13:16
329,cavalaire-sur-mer,43.174,6.5272,52.14,77,95,22.97,FR,2026-03-04 15:13:16
330,ngorongoro,-3.2397,35.4875,54.0,95,100,3.31,TZ,2026-03-04 15:13:16
331,yacuiba,-22.038,-63.6797,75.78,82,99,6.31,BO,2026-03-04 15:13:16
332,ilhabela,-23.7781,-45.3581,74.44,87,76,5.86,BR,2026-03-04 15:13:16
333,conception bay south,47.4999,-52.9981,33.15,92,99,17.45,CA,2026-03-04 15:13:16
334,yazykovo,55.2199,56.1353,-3.44,100,88,3.96,RU,2026-03-04 15:13:16
335,muroto-misakicho,33.2833,134.15,48.74,63,20,6.62,JP,2026-03-04 15:13:17
336,hadibu,12.65,54.0333,74.82,76,4,8.03,YE,2026-03-04 15:13:17
337,lahij,13.1667,44.5833,72.07,86,96,5.95,YE,2026-03-04 15:13:17
338,alotau,-10.3069,150.4462,78.49,90,100,5.46,PG,2026-03-04 15:13:17
339,rameswaram,9.2833,79.3,79.83,79,5,11.9,IN,2026-03-04 15:13:17
340,kondagaon,19.6,81.6667,64.0,27,0,4.99,IN,2026-03-04 15:13:17
341,quchan,37.106,58.5095,42.84,86,100,1.1,IR,2026-03-04 15:13:17
342,port blair,11.6667,92.75,76.28,68,0,6.76,IN,2026-03-04 15:13:18
343,tvoroyri,61.5556,-6.8111,44.02,93,100,7.63,FO,2026-03-04 15:13:18
344,kaoma,-14.7833,24.8,66.15,96,100,3.69,ZM,2026-03-04 15:13:18
345,noumea,-22.2763,166.4572,76.39,87,100,5.12,NC,2026-03-04 15:13:18
346,taksimo,56.3444,114.8794,-18.47,88,96,1.45,RU,2026-03-04 15:13:18
347,kudat,6.8837,116.8477,76.89,93,92,4.92,MY,2026-03-04 15:13:19
348,zaozersk,69.4005,32.4476,15.6,95,100,3.29,RU,2026-03-04 15:13:19
349,papao,-17.75,-149.55,82.44,64,98,16.75,PF,2026-03-04 15:13:19
350,inhambane,-23.865,35.3833,77.63,91,100,4.54,MZ,2026-03-04 15:13:19
351,el porvenir,13.7617,-87.3458,87.98,47,13,13.91,HN,2026-03-04 15:13:19
352,baardheere,2.3446,42.2764,82.02,64,94,14.76,SO,2026-03-04 15:13:19
353,loukhi,66.0764,33.0381,19.65,95,100,6.98,RU,2026-03-04 15:13:19
354,suva,-18.1416,178.4415,83.75,72,28,7.31,FJ,2026-03-04 15:13:19
355,dubai,25.2582,55.3047,74.73,75,61,10.45,AE,2026-03-04 15:13:19
356,camana,-16.6228,-72.7111,78.22,75,1,6.02,PE,2026-03-04 15:13:19
357,neryungri,56.6709,124.6491,-7.44,99,100,3.06,RU,2026-03-04 15:13:20
358,horta,38.5333,-28.6333,54.12,61,100,22.46,PT,2026-03-04 15:13:20
359,nanao,37.05,136.9667,38.91,76,100,0.81,JP,2026-03-04 15:13:20
360,wewak,-3.5534,143.6268,77.72,89,100,1.5,PG,2026-03-04 15:13:20
361,at-bashi,41.1702,75.8106,25.47,86,100,1.61,KG,2026-03-04 15:13:20
362,san antonio de pale,-1.4014,5.6325,81.37,80,70,11.32,GQ,2026-03-04 15:13:20
363,williston,48.147,-103.618,48.4,65,100,12.01,US,2026-03-04 15:13:20
364,inderbor,48.55,51.7833,30.38,71,99,14.5,KZ,2026-03-04 15:13:20
365,beboto,8.2668,16.939,74.88,14,9,4.94,TD,2026-03-04 15:13:20
366,middlebury (village),44.0153,-73.1673,34.68,99,100,5.5,US,2026-03-04 15:13:20
367,labrador city,52.9463,-66.9114,-10.84,84,100,14.16,CA,2026-03-04 15:13:21
368,colonia,50.9333,6.95,45.86,75,4,4.9,DE,2026-03-04 15:13:21
369,isiro,2.7739,27.616,67.87,40,76,3.36,CD,2026-03-04 15:13:21
370,kiffa,16.6166,-11.4045,77.7,11,0,8.32,MR,2026-03-04 15:13:21
371,sinzig,50.55,7.25,45.41,80,1,4.27,DE,2026-03-04 15:13:21
372,chiang klang,19.2938,100.8617,66.2,55,4,0.51,TH,2026-03-04 15:13:21
373,kourou,5.1552,-52.6478,75.31,91,100,6.08,GF,2026-03-04 15:13:21
374,pea ridge,38.414,-82.3199,62.11,94,100,2.71,US,2026-03-04 15:13:21
375,ploudalmezeau,48.5333,-4.65,49.73,87,68,8.3,FR,2026-03-04 15:13:21
376,magadan,59.5667,150.8,5.61,64,98,8.05,RU,2026-03-04 15:13:21
377,fayetteville,35.0527,-78.8784,75.0,55,76,8.21,US,2026-03-04 15:13:22
378,dompu,-8.5356,118.4622,72.81,96,24,2.46,ID,2026-03-04 15:13:22
379,jutai,-5.1833,-68.9,79.59,90,100,1.74,BR,2026-03-04 15:13:22
380,nurmijarvi,60.4641,24.8073,37.02,80,78,12.86,FI,2026-03-04 15:13:22
381,manokwari,-0.8667,134.0833,77.65,82,100,3.31,ID,2026-03-04 15:13:22
382,nguigmi,14.2495,13.1092,70.0,15,21,14.52,NE,2026-03-04 15:13:22
383,chauk,20.8833,94.8167,75.4,38,0,2.13,MM,2026-03-04 15:13:22
384,cam ranh,11.9214,109.1591,69.8,85,5,6.02,VN,2026-03-04 15:13:22
385,bikenibeu village,1.3673,173.1241,81.77,78,100,15.19,KI,2026-03-04 15:13:22
386,kirakira,-10.4544,161.9205,81.9,81,100,6.87,SB,2026-03-04 15:13:22
387,lucas,41.6501,-83.6666,52.05,76,99,6.69,US,2026-03-04 15:13:23
388,lepsy,46.235,78.9456,32.63,86,100,16.51,KZ,2026-03-04 15:13:23
389,bloemfontein,-29.1211,26.214,70.36,53,69,8.61,ZA,2026-03-04 15:13:23
390,coquimbo,-29.9533,-71.3436,66.76,74,0,5.84,CL,2026-03-04 15:13:23
391,chabahar,25.2919,60.643,72.23,74,2,2.59,IR,2026-03-04 15:13:23
392,guayaquil,-2.1667,-79.9,76.5,92,96,6.2,EC,2026-03-04 15:13:23
393,happy valley-goose bay,53.3168,-60.3315,1.54,87,100,7.9,CA,2026-03-04 15:13:23
394,crixas,-14.5489,-49.9692,76.21,83,100,1.86,BR,2026-03-04 15:13:23
395,foca,38.6703,26.7566,52.83,59,8,10.09,TR,2026-03-04 15:13:23
396,kangding,30.0513,101.9603,38.82,85,91,1.34,CN,2026-03-04 15:13:23
397,walvis bay,-22.9575,14.5053,63.18,83,29,10.92,NA,2026-03-04 15:13:24
398,crane,31.3974,-102.3501,77.45,42,4,8.32,US,2026-03-04 15:13:24
399,yurimaguas,-5.9,-76.0833,85.15,70,100,3.89,PE,2026-03-04 15:13:24
400,lerwick,60.1545,-1.1494,45.37,92,100,19.71,GB,2026-03-04 15:13:24
401,nagua,19.3832,-69.8474,82.31,73,32,8.97,DO,2026-03-04 15:13:24
402,dubovskoye,47.4092,42.7575,32.88,77,40,11.92,RU,2026-03-04 15:13:24
403,ancud,-41.8697,-73.8203,56.79,58,23,6.04,CL,2026-03-04 15:13:24
404,tolanaro,-25.0319,46.9987,78.17,84,3,13.51,MG,2026-03-04 15:13:24
405,illizi,26.4833,8.4667,75.36,19,77,9.1,DZ,2026-03-04 15:13:24
406,obuase,6.206,-1.6619,75.06,92,96,2.04,GH,2026-03-04 15:13:24
407,mahalapye,-23.1041,26.8142,70.2,84,100,7.05,BW,2026-03-04 15:13:25
408,babana,10.4295,3.815,85.87,16,15,5.77,NG,2026-03-04 15:13:25
409,guarapari,-20.6667,-40.4975,76.08,83,2,2.48,BR,2026-03-04 15:13:25
410,fuerte olimpo,-21.0415,-57.8738,86.7,49,88,4.81,PY,2026-03-04 15:13:25
411,katsuren-haebaru,26.3369,127.8719,66.61,65,99,15.73,JP,2026-03-04 15:13:25
412,williams lake,52.1415,-122.1445,46.11,70,49,0.54,CA,2026-03-04 15:13:25
413,wanxian,30.8039,108.3897,58.77,71,100,3.44,CN,2026-03-04 15:13:25
414,pangody,65.85,74.4859,-27.11,100,98,5.08,RU,2026-03-04 15:13:25
415,jhanjharpur,26.2667,86.2833,64.98,33,0,4.5,IN,2026-03-04 15:13:26
416,la cruz,23.9167,-106.9,78.85,65,2,10.38,MX,2026-03-04 15:13:26
417,usakos,-22.0,15.6,70.84,46,41,5.48,NA,2026-03-04 15:13:26
418,sao bernardo,-3.3614,-42.4178,75.58,95,100,6.11,BR,2026-03-04 15:13:26
419,bitkine,11.9801,18.2138,73.87,10,39,7.74,TD,2026-03-04 15:13:26
420,nuku'alofa,-21.1333,-175.2,82.53,77,15,12.28,TO,2026-03-04 15:13:26
421,haiku-pauwela,20.9219,-156.3051,75.22,72,84,20.67,US,2026-03-04 15:13:26
422,kaset wisai,15.6556,103.5836,72.84,74,95,9.62,TH,2026-03-04 15:13:26
423,nema,57.5067,50.5011,-5.42,100,95,3.89,RU,2026-03-04 15:13:26
424,nadi,-17.8,177.4167,87.42,63,20,1.7,FJ,2026-03-04 15:12:56
